"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.question_0","Input.imageurl_0","Input.question_id_0","Input.question_1","Input.imageurl_1","Input.question_id_1","Input.question_2","Input.imageurl_2","Input.question_id_2","Input.question_3","Input.imageurl_3","Input.question_id_3","Input.question_4","Input.imageurl_4","Input.question_id_4","Input.question_5","Input.imageurl_5","Input.question_id_5","Input.question_6","Input.imageurl_6","Input.question_id_6","Input.question_7","Input.imageurl_7","Input.question_id_7","Answer.comments","Answer.range1g","Answer.range2g","Answer.range3g","Answer.range4g","Answer.range5g","Answer.range6g","Answer.range7g","Answer.range8g","Approve","Reject"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","30BXRYBRP5266UW7NIMLX3U9SEFHWP","A2XK59FYAFO9EX","Submitted","Wed Sep 30 13:10:28 PDT 2020","Wed Sep 30 13:42:34 PDT 2020","Sat Oct 03 13:42:34 PDT 2020","","","","1926","100% (84/84)","100% (28/28)","100% (28/28)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","none","0","7","100","78","88","59","80","100"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","33L7PJKHCH3LL2RKP9N4X6UBL178TB","A13GUTDMGGZZDL","Submitted","Wed Sep 30 13:13:11 PDT 2020","Wed Sep 30 13:26:31 PDT 2020","Sat Oct 03 13:26:31 PDT 2020","","","","800","100% (62/62)","100% (3/3)","0% (0/0)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","none","0","19","100","100","80","23","88","85"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","33PPUNGG39ANPJFFUAIMABQXWPGZRT","APGX2WZ59OWDN","Submitted","Wed Sep 30 13:09:29 PDT 2020","Wed Sep 30 13:19:50 PDT 2020","Sat Oct 03 13:19:50 PDT 2020","","","","621","100% (45/45)","100% (13/13)","100% (13/13)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","n/a","0","61","100","100","100","64","100","100"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","3KGTPGBS6YQPZ04K9X4DSB3AIGU2U3","A1PNYLOKED8FWF","Submitted","Wed Sep 30 14:25:38 PDT 2020","Wed Sep 30 14:35:23 PDT 2020","Sat Oct 03 14:35:23 PDT 2020","","","","585","100% (12/12)","0% (0/0)","0% (0/0)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","can't submit without writing a comment","0","15","100","100","100","73","98","98"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","3KRVW3HTZOQZRRG9UASXSJZK3NIMSO","A1ET2J1PIP0RGO","Submitted","Wed Sep 30 13:16:05 PDT 2020","Wed Sep 30 13:18:38 PDT 2020","Sat Oct 03 13:18:38 PDT 2020","","","","153","100% (107/107)","0% (0/0)","0% (0/0)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","n/a","0","0","100","100","100","0","100","100"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","3KXIR214I5LQI2A5URDVF75GJ2Y428","AJFJ6VXZJKSXD","Submitted","Wed Sep 30 13:09:08 PDT 2020","Wed Sep 30 13:10:43 PDT 2020","Sat Oct 03 13:10:43 PDT 2020","","","","95","0% (0/0)","0% (0/0)","0% (0/0)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","no","0","72","100","0","100","89","100","100"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","3M68NM076ICL19V4S5LBDDX2RLK6RA","A2XQ3CFB5HT2ZQ","Submitted","Wed Sep 30 13:09:12 PDT 2020","Wed Sep 30 13:19:54 PDT 2020","Sat Oct 03 13:19:54 PDT 2020","","","","642","100% (7/7)","0% (0/0)","0% (0/0)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","overcast I think counts as cloudy","0","23","86","79","100","100","100","100"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","3PMBY0YE2884DQ8J8FYS8SPIHLPC9L","AB66CTVQ90RCV","Submitted","Wed Sep 30 13:09:17 PDT 2020","Wed Sep 30 13:49:45 PDT 2020","Sat Oct 03 13:49:45 PDT 2020","","","","2428","100% (8/8)","0% (0/0)","0% (0/0)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","n/a","0","22","96","99","100","34","47","87"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","3S3AMIZX3VAGGGL0KV3UUO88864CD2","A1ZDR2UN7M92LI","Submitted","Wed Sep 30 13:09:22 PDT 2020","Wed Sep 30 13:12:58 PDT 2020","Sat Oct 03 13:12:58 PDT 2020","","","","216","100% (31/31)","100% (4/4)","100% (4/4)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","Thanks","0","27","76","100","100","72","87","82"
"30P8I9JKOIQFOSED64BFXLDN60V5VR","32SAKJ4DTQCUIW1PF2ZEFCTRKSBVD0","Answer questions about images","You will be presented with images and yes/no questions about the images, which you will answer by sliding a bar","images, questions, language","$0.12","Wed Sep 30 13:08:57 PDT 2020","10","BatchId:4203581;OriginalHitTemplateId:928390828;","3600","259200","Wed Oct 07 13:08:57 PDT 2020","","","3TDXMTX3CCZ88ASL2IR2ZLWB4P1I6I","A2BOXK0KVXGKPU","Submitted","Wed Sep 30 13:10:57 PDT 2020","Wed Sep 30 13:14:34 PDT 2020","Sat Oct 03 13:14:34 PDT 2020","","","","217","100% (8340/8340)","0% (0/0)","0% (0/0)","Is the sky cloudy?","http://farm3.staticflickr.com/2153/2428878904_5fc66d754b_z.jpg","561512000","Is it cloudy?","http://farm5.staticflickr.com/4004/4590617980_196fc6085f_z.jpg","38540038","Is the sky cloudy?","http://farm8.staticflickr.com/7376/9176274459_908e0b7cdb_z.jpg","170340002","Is it cloudy?","http://farm2.staticflickr.com/1405/798664800_e6e4c8a353_z.jpg","432843002","Is it cloudy outside?","http://farm8.staticflickr.com/7234/7251064846_b2eec553f9_z.jpg","301817014","Is it cloudy?","http://farm8.staticflickr.com/7432/9230955611_c90e5d6716_z.jpg","574703002","Is the sky cloudy?","http://farm9.staticflickr.com/8439/7983934560_6265a863b2_z.jpg","171500007","Is it cloudy?","http://farm8.staticflickr.com/7122/7568703510_c97dd02611_z.jpg","28675003","","0","9","100","95","99","28","89","100"
