question_0,imageurl_0,question_id_0,question_1,imageurl_1,question_id_1,question_2,imageurl_2,question_id_2,question_3,imageurl_3,question_id_3,question_4,imageurl_4,question_id_4,question_5,imageurl_5,question_id_5,question_6,imageurl_6,question_id_6,question_7,imageurl_7,question_id_7
Is this an old train?,http://farm4.staticflickr.com/3775/9495266523_42904b7625_z.jpg,526806000,Is the building on the right old?,http://farm5.staticflickr.com/4105/5056263862_bdbdc4fb25_z.jpg,133827021,Is the dog old?,http://farm7.staticflickr.com/6180/6164749498_09fc2089ec_z.jpg,395997000,Is the woman old?,http://farm5.staticflickr.com/4013/4225614467_5a192ea2a5_z.jpg,235784005,Is this surfer old?,http://farm6.staticflickr.com/5023/5677519618_e8af260e5b_z.jpg,265464000,Is the train old?,http://farm3.staticflickr.com/2841/9779340294_5a1a38438c_z.jpg,396568000,Is this house very old?,http://farm8.staticflickr.com/7227/7355580292_a047474b9a_z.jpg,528136014,Are these old bikes?,http://farm7.staticflickr.com/6196/6087137948_683fb66746_z.jpg,4576000
Is this an old photograph?,http://farm4.staticflickr.com/3492/3224493633_ddcf75404a_z.jpg,5076006,Is this book old?,http://farm5.staticflickr.com/4030/4209144090_a5307d7cc8_z.jpg,5595000,Is this picture old?,http://farm5.staticflickr.com/4088/5066375005_5e81a0d869_z.jpg,399416002,Is this an old train?,http://farm9.staticflickr.com/8548/8704046688_3b331f7d73_z.jpg,137727018,Is this an old pic?,http://farm8.staticflickr.com/7013/6615979113_25b3e50a0e_z.jpg,531299010,Is this an old photo?,http://farm8.staticflickr.com/7013/6615979113_25b3e50a0e_z.jpg,531299016,Is this building old?,http://farm8.staticflickr.com/7093/7175322349_2d682b53d6_z.jpg,400235002,Is this an old bus?,http://farm8.staticflickr.com/7140/7534950338_5a659886b0_z.jpg,7325008
Is this an old stove?,http://farm8.staticflickr.com/7144/6546427703_c8e85c0c55_z.jpg,531771000,Is this building old?,http://farm6.staticflickr.com/5118/6919725694_d00259e65e_z.jpg,401240000,Does this room like old?,http://farm3.staticflickr.com/2396/2341420869_7d23361ba3_z.jpg,139181001,Is this an old elephant?,http://farm4.staticflickr.com/3825/9622857239_7accca5bd1_z.jpg,139436004,Is the clock tower old?,http://farm8.staticflickr.com/7010/6784678937_fcae07c632_z.jpg,8498004,Is this an old photo?,http://farm9.staticflickr.com/8172/8000573195_fe43ee6a54_z.jpg,401901004,Is the woman old?,http://farm5.staticflickr.com/4110/5195178857_a53039395c_z.jpg,140007001,Are these old cars?,http://farm7.staticflickr.com/6043/6358090629_3d2e2f00d1_z.jpg,67131001
Is the building old?,http://farm7.staticflickr.com/6154/6169565217_d9e2ab24aa_z.jpg,271934002,Is the bench old?,http://farm7.staticflickr.com/6198/6094114869_a06e8e23bb_z.jpg,534194002,Is this an old teddy bear?,http://farm5.staticflickr.com/4005/4468891744_00bb759e17_z.jpg,10395003,Does the train look old?,http://farm4.staticflickr.com/3773/8990146447_9c8aa98934_z.jpg,403864000,Is this an old picture?,http://farm8.staticflickr.com/7002/6732385791_cd9fcb9572_z.jpg,11197010,Is this person old?,http://farm9.staticflickr.com/8182/8034636938_a2170825d1_z.jpg,536200011,Is this an old elephant?,http://farm5.staticflickr.com/4116/4852216543_68818d284b_z.jpg,2255013,Is the bear old?,http://farm9.staticflickr.com/8231/8479654259_de1bff4d55_z.jpg,13843002
Is the truck old?,http://farm8.staticflickr.com/7055/6994550527_9c3a3fc7c5_z.jpg,538198000,Is this train old?,http://farm4.staticflickr.com/3705/9239857335_53ee363368_z.jpg,145048002,Is this an old picture?,http://farm8.staticflickr.com/7055/7099747503_eb011fabbc_z.jpg,145208010,Do you think this girl is old enough for school?,http://farm8.staticflickr.com/7129/7436673390_170f999d13_z.jpg,14248005,Is this child old enough to eat donuts?,http://farm3.staticflickr.com/2475/3687686020_feff1e26e7_z.jpg,539787001,Is the man old?,http://farm5.staticflickr.com/4139/4953791010_28ba636751_z.jpg,409496002,Does this person look old enough to drink?,http://farm4.staticflickr.com/3081/2518511365_779021d07d_z.jpg,279078002,Is this an old cell phone?,http://farm4.staticflickr.com/3236/2832318637_cd5eac295d_z.jpg,148042000
Is the woman old?,http://farm8.staticflickr.com/7175/6416367543_005b0d4572_z.jpg,410319001,Is this an old bathroom?,http://farm8.staticflickr.com/7044/6790352632_23bda16922_z.jpg,476313000,Is the tree old?,http://farm3.staticflickr.com/2765/4542040438_78fe4bae5c_z.jpg,155877000,Is this surfer old?,http://farm5.staticflickr.com/4073/4908728594_4ccc9dc5f5_z.jpg,542163000,Is the clock old?,http://farm4.staticflickr.com/3703/10150133176_8a9f6d841f_z.jpg,412431001,Is this bench old?,http://farm1.staticflickr.com/68/155023305_6bb94a0723_z.jpg,282176001,Is this picture old?,http://farm7.staticflickr.com/6084/6063518075_101f856f91_z.jpg,151441005,Does the train look old?,http://farm9.staticflickr.com/8123/8649080785_b68a767658_z.jpg,287396000
Are these men old?,http://farm9.staticflickr.com/8381/8544526001_f8aa39c409_z.jpg,414201014,Is the bench old?,http://farm9.staticflickr.com/8536/8626242006_79e069c79e_z.jpg,414249007,Is the bathroom old?,http://farm5.staticflickr.com/4045/4662745824_2a57885fcb_z.jpg,414324001,Is this an old picture?,http://farm8.staticflickr.com/7446/9308036540_273bffb6ce_z.jpg,331250018,Is he old?,http://farm3.staticflickr.com/2784/4309297477_6fb7e1f1dc_z.jpg,22004001,Is the keyboard old?,http://farm1.staticflickr.com/7/8216148_b7ef6e1ad6_z.jpg,416663001,Is this an old bathroom?,http://farm7.staticflickr.com/6065/6050612972_020a8bb7da_z.jpg,23666005,Is the woman old?,http://farm3.staticflickr.com/2572/5783843164_9eb6766ce8_z.jpg,286422002
Are the cars very old?,http://farm7.staticflickr.com/6230/6397237863_fcd513b5a8_z.jpg,155488000,Is the bus old?,http://farm5.staticflickr.com/4011/4183045018_f175db3873_z.jpg,24566002,Is that an old couch?,http://farm6.staticflickr.com/5074/5800626360_a56439cb12_z.jpg,157283002,Is that an old couch?,http://farm4.staticflickr.com/3421/3732930545_e6ebbaeaf3_z.jpg,419601003,Is the human being in the picture old enough to use a computer properly?,http://farm4.staticflickr.com/3046/3012458301_7994130167_z.jpg,420156008,Is this an old kitchen?,http://farm9.staticflickr.com/8333/8109126239_6acbca380d_z.jpg,289260002,Is he old enough to use that?,http://farm6.staticflickr.com/5258/5542695838_d9740b7321_z.jpg,289323001,Is this child old enough to write?,http://farm4.staticflickr.com/3410/3632319587_35ef53049a_z.jpg,551987008
Is the clock old?,http://farm3.staticflickr.com/2805/9851856235_cc166a557d_z.jpg,158993003,Is the bench old?,http://farm8.staticflickr.com/7098/7145405115_ed03b7c916_z.jpg,162130022,Is the photo in a old looking way?,http://farm8.staticflickr.com/7442/9405877004_8411890d5c_z.jpg,425371003,Is he old?,http://farm3.staticflickr.com/2508/3923268111_3039c2eb15_z.jpg,295308002,Does this picture look old?,http://farm3.staticflickr.com/2854/10020945424_e1bbc9347f_z.jpg,33672002,Is the bench old?,http://farm8.staticflickr.com/7016/6662569697_e7d0a22b4b_z.jpg,33753000,Is this picture old?,http://farm9.staticflickr.com/8008/7595393194_6dfdeb81cf_z.jpg,559547001,Is the building old?,http://farm3.staticflickr.com/2402/5695923508_1f3fcaaeb7_z.jpg,93405003
Is the elephant old?,http://farm5.staticflickr.com/4142/4865545523_2cea38edde_z.jpg,36501002,Is the bus old?,http://farm9.staticflickr.com/8070/8259370332_2e1486bfbc_z.jpg,36522003,Is this an old photograph?,http://farm1.staticflickr.com/210/468947746_5548ff800d_z.jpg,561187004,Is this an old train?,http://farm4.staticflickr.com/3729/9188634726_3dc86ca01d_z.jpg,6153004,Is this picture old?,http://farm6.staticflickr.com/5213/5408441606_c80c9e7b48_z.jpg,562243055,Is the train old?,http://farm9.staticflickr.com/8522/8594162084_19c6586db4_z.jpg,169098004,Is this an old kitchen?,http://farm5.staticflickr.com/4014/4453603699_74a469dff4_z.jpg,38630008,Is this a really old train?,http://farm6.staticflickr.com/5509/9321529978_d5fa951df9_z.jpg,301333004
